glottocode,name,level,iso639_3,family_id,family_name,parent_id,parent_name,macroareas,countries,latitude,longitude
femb1238,Fembe,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agl,east2433,East Strickland,east2433,East Strickland,Papunesia,Papua New Guinea,-5.71596,142.254
anga1290,Angaataha,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agm,anga1289,Angan,anga1289,Angan,Papunesia,Papua New Guinea,-7.15012,146.352
agut1237,Agutaynen,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agn,aust1307,Austronesian,kala1389,Kalamian,Papunesia,Philippines,10.5328,119.655
tain1253,Tainae,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ago,anga1289,Angan,tain1255,Tainae-Akoye,Papunesia,Papua New Guinea,-7.40306,145.682
para1320,Paranan-Pahanan,"LanguoidLevel(ordinal=1, id='family', description='sub-grouping of languoids above the language level')",agp,aust1307,Austronesian,nucl1755,Nuclear Northeastern Luzon,Papunesia,Philippines,17.04111,122.37028
aghe1239,Aghem,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agq,atla1278,Atlantic-Congo,aghe1241,Aghem-Weh,Africa,Cameroon,6.38956,10.0807
agua1253,Aguaruna,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agr,jiva1245,Chicham,jiva1245,Chicham,South America,Peru,-5.30044,-77.9218
esim1238,Esimbi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ags,atla1278,Atlantic-Congo,tivo1239,Tivoid,Africa,Cameroon;Nigeria,6.50094,9.86936
cent2084,Central Cagayan Agta,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agt,aust1307,Austronesian,gadd1245,Gaddangic,Papunesia,Philippines,17.9571,121.857
agua1252,Aguacateco,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agu,maya1287,Mayan,ixil1250,Ixilan,North America,Guatemala,15.3307,-91.3153
remo1247,Hatang Kayi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agv,aust1307,Austronesian,cent2080,Central Luzon,Papunesia,Philippines,14.6254,121.453
kahu1241,Kahua,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agw,aust1307,Austronesian,sanc1243,Makira,Papunesia,Solomon Islands,-10.6963,162.191
aghu1253,Aghul,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agx,nakh1245,Nakh-Daghestanian,aghu1260,Aghulic,Eurasia,Azerbaijan;Russian Federation,41.9242,47.5843
sout2905,Southern Alta,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agy,aust1307,Austronesian,meso1254,Meso-Cordilleran,Papunesia,Philippines,15.1841,121.054
mtir1235,Mt. Iriga Agta,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",agz,aust1307,Austronesian,inag1234,Inagta Bikol,Papunesia,Philippines,13.4566,123.463
ahan1243,Ahanta,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aha,atla1278,Atlantic-Congo,sout2779,Southern Bia,Africa,Ghana,4.85147,-1.94657
axam1237,Axamb,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahb,aust1307,Austronesian,port1295,Port Sandwich-Axamb-Avok,Papunesia,Vanuatu,-16.4838,167.707
qima1242,Qimant,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahg,afro1255,Afro-Asiatic,nort3158,Northern-Eastern-Western Agaw,Africa,Eritrea;Ethiopia,12.8119,37.0542
aghu1255,Aghu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahh,nucl1709,Nuclear Trans New Guinea,mapp1234,Mappi-Digul Awyu,Papunesia,Indonesia,-6.34674,140.043
tiag1235,Tiagbamrin Aizi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahi,krua1234,Kru,aizi1248,Aizi,Africa,Côte d'Ivoire,5.28022,-4.62352
akha1245,Akha,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahk,sino1245,Sino-Tibetan,akha1246,Akhaic,Eurasia,China;Lao People's Democratic Republic;Myanmar;Thailand;Viet Nam,21.2309,100.964
igoo1238,Igo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahl,atla1278,Atlantic-Congo,kpos1239,Kposo-Ahlo-Bowili,Africa,Ghana;Togo,7.25499,0.67846
mobu1235,Mobumrin Aizi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahm,krua1234,Kru,aizi1248,Aizi,Africa,Côte d'Ivoire,5.26847,-4.47303
ahan1244,Àhàn,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahn,atla1278,Atlantic-Congo,ayer1244,Ayere-Ahan,Africa,Nigeria,7.44139,6.00896
ahom1240,Ahom,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aho,taik1256,Tai-Kadai,assa1264,Sukaphic,Eurasia,India,27.04023,94.32671
apro1235,Aproumu Aizi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahp,atla1278,Atlantic-Congo,unun9902,Unclassified Volta-Congo,Africa,Côte d'Ivoire,5.20273,-4.52192
ahir1243,Ahirani,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahr,book1242,Bookkeeping,book1242,Bookkeeping,Eurasia,India,21.552,73.685
ashe1269,Ashe,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ahs,atla1278,Atlantic-Congo,tino1236,Tinoric,Africa,Nigeria,9.36574,7.39443
ahte1237,Ahtena,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aht,atha1245,Athabaskan-Eyak-Tlingit,sout3337,Southern Alaskan Athabaskan,North America,United States,61.7068,-144.889
aros1241,Arosi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aia,aust1307,Austronesian,sanc1243,Makira,Papunesia,Solomon Islands,-10.2441,161.432
ainu1251,Ainu (China),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aib,turk1311,Turkic,uigh1243,Uyghuric,Eurasia,China,39.2714,76.4209
ainb1238,Ainbai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aic,bord1247,Border,pagi1245,Pagi-Kilmeri,Papunesia,Papua New Guinea,-3.09214,141.149
alng1239,Alngith,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aid,pama1250,Pama-Nyungan,leni1237,Linngithigh-Alngith,Australia,Australia,-12.5324,141.938
amar1272,Amara,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aie,aust1307,Austronesian,sout2874,Southwest New Britain linkage,Papunesia,Papua New Guinea,-5.55778,148.68
agii1245,Agi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aif,nucl1708,Nuclear Torricelli,agiy1234,Agi-Yeri,Papunesia,Papua New Guinea,-3.49104,142.387
anti1245,Antigua and Barbuda Creole English,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aig,indo1319,Indo-European,gull1242,Gullah-Nevis-Antigua,North America,Antigua and Barbuda;Anguilla;Dominica;United Kingdom;Saint Kitts and Nevis;Montserrat,17.068263,-61.821863
aich1238,Ai-Cham,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aih,taik1256,Tai-Kadai,maka1300,Mak-Ai-Cham,Eurasia,China,25.4908,107.844
assy1241,Assyrian Neo-Aramaic,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aii,afro1255,Afro-Asiatic,nort3241,North-Eastern Neo-Aramaic,Eurasia,"Iraq;Iran, Islamic Republic of;Syrian Arab Republic;Türkiye",36.75,43.0
lish1245,Lishanid Noshan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aij,afro1255,Afro-Asiatic,sout3213,Western Trans-Zab,Eurasia,Israel;Iraq,36.213298,44.065281
akee1238,Akye,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aik,atla1278,Atlantic-Congo,eggo1240,Eggon-Ake,Africa,Nigeria,8.59543,8.75768
aime1238,Aimele,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ail,bosa1245,Bosavi,bosa1246,Bosavi Watershed,Papunesia,Papua New Guinea,-6.68656,142.656
aimo1244,Aimol,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aim,sino1245,Sino-Tibetan,cent2411,Central Old Kuki,Eurasia,India;Nepal,24.6437,94.3556
ainu1240,Hokkaido Ainu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ain,ainu1252,Ainu,hokk1250,Hokkaido-Kuril Ainu,Eurasia,Japan,43.633654,142.46167
aito1238,Aiton,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aio,taik1256,Tai-Kadai,assa1275,Assam Tai A,Eurasia,India,26.5145,92.3169
buru1307,Burumakok,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aip,nucl1709,Nuclear Trans New Guinea,kwer1267,Kwer-Burumakok,Papunesia,Indonesia,-5.12217,140.03
aima1241,Aimaq,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aiq,indo1319,Indo-European,east2745,Eastern Farsic,Eurasia,"Afghanistan;Iran, Islamic Republic of",35.283,59.1756
airo1242,Airoran,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",air,kwer1242,Greater Kwerba,west1486,Samarokena-Airoran,Papunesia,Indonesia,-1.8522,138.158
nata1254,Northern Amis,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",ais,aust1307,Austronesian,amis1246,Amis,Papunesia,"Taiwan, Province of China",23.9386,121.59
arik1264,Arikem,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ait,tupi1275,Tupian,arik1263,Arikemic,South America,Brazil,-8.924,-63.742
aari1239,Aari,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aiw,sout2845,South Omotic,aari1238,Aari-Gayil,Africa,Ethiopia,5.95034,36.5721
aigh1235,Aighon,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aix,aust1307,Austronesian,pasi1254,Pasismanua,Papunesia,Papua New Guinea,-5.99488,150.272
alii1240,Ali,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aiy,atla1278,Atlantic-Congo,ngba1286,Ngbaka-Manza-Ali,Africa,"Congo, The Democratic Republic of the;Central African Republic",4.60014,18.0352
ajas1235,Aja (South Sudan),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aja,kres1240,Kresh-Aja,kres1240,Kresh-Aja,Africa,Sudan;South Sudan,8.58003,25.6122
ajab1235,Aja (Benin),"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ajg,atla1278,Atlantic-Congo,gbee1241,Gbe,Africa,Benin;Togo,7.06634,1.64992
ajie1238,Ajië,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aji,aust1307,Austronesian,houa1234,Houailou,Papunesia,New Caledonia,-21.3029,165.468
anda1282,Andadjin,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",ajn,worr1236,Worrorran,ngar1284,Ngarinyin,Australia,Australia,-16.531222,127.693718
sout3123,South Levantine Arabic,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",ajp,afro1255,Afro-Asiatic,nort3139,Levantine Arabic,Eurasia,"Israel;Jordan;Kuwait;Palestine, State of;Saudi Arabia;Syrian Arab Republic",31.5601,38.0837
jude1263,Judeo-Tunisian Arabic,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",ajt,afro1255,Afro-Asiatic,tuni1259,Tunisian Arabic,Eurasia,Spain;France;Israel;Italy;Tunisia;United States,31.75,35.25
jude1265,Judeo-Moroccan Arabic,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aju,afro1255,Afro-Asiatic,nort3191,North African Arabic,Africa,Israel;Morocco,33.5,-7.5
ajaw1236,Ajawa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ajw,afro1255,Afro-Asiatic,west2998,Western West Chadic B.2,Africa,Nigeria,10.21,9.89205
amri1238,Amri Karbi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ajz,sino1245,Sino-Tibetan,karb1240,Karbic,Eurasia,India,26.024,91.482
akan1250,Akan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aka,atla1278,Atlantic-Congo,akan1251,Akanic,Africa,Ghana;Togo,6.34756,-1.33254
bata1290,Batak Angkola,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akb,aust1307,Austronesian,angk1248,Angkola-Mandailing,Papunesia,Indonesia,1.66127,99.60248
mpur1239,Mpur,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akc,,,,,Papunesia,Indonesia,-0.7489,133.166
ukpe1249,Ukpet-Ehom,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akd,atla1278,Atlantic-Congo,uppe1418,Upper Cross,Africa,Nigeria,5.58316,8.10047
akaw1239,Akawaio-Ingariko,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ake,cari1283,Cariban,kapo1251,Kapong,South America,"Brazil;Guyana;Venezuela, Bolivarian Republic of",6.16277,-60.862
akpa1238,Akpa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akf,atla1278,Atlantic-Congo,yaty1238,Yatye-Akpa,Africa,Nigeria,7.32586,8.01629
anak1240,Anakalang,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akg,aust1307,Austronesian,cent2307,Central Sumbanese,Papunesia,Indonesia,-9.63425,119.605
anga1292,Angal Heneng,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akh,nucl1709,Nuclear Trans New Guinea,anga1314,Angal Mendi,Papunesia,Papua New Guinea,-6.13347,143.478
aiom1240,Aiome,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aki,ramu1234,Ramu,aian1241,Aian,Papunesia,Papua New Guinea,-5.13467,144.765
akaj1239,Akajeru,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akj,grea1241,Great Andamanese,jeru1239,Jeru-Kora,Eurasia,India,13.1525,92.9504
akka1240,Akkadian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akk,afro1255,Afro-Asiatic,east2678,East Semitic,Eurasia,Iraq,33.1,44.1
akla1240,Aklanon,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akl,aust1307,Austronesian,west2820,West Bisayan,Papunesia,Philippines,11.55432,122.35413
akab1248,Akabo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akm,grea1241,Great Andamanese,boca1235,Bo-Cari,Eurasia,India,12.3629,92.8011
akur1238,Akurio,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ako,cari1283,Cariban,tiri1260,Tiriyoan,South America,Suriname,3.19607,-55.6294
siwu1238,Siwu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akp,atla1278,Atlantic-Congo,lele1263,Lelemi-Akpafu,Africa,Ghana,7.23811,0.44362
akkk1240,Ak,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akq,sepi1257,Sepik,yell1247,Yellow River,Papunesia,Papua New Guinea,-3.57026,141.784
arak1252,Araki,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akr,aust1307,Austronesian,arak1257,Araki-Tangoa,Papunesia,Vanuatu,-15.632997,166.952542
akas1242,Akaselem,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aks,atla1278,Atlantic-Congo,ntch1241,Gurma A,Africa,Togo,8.8858,1.37035
akol1237,Akolet,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akt,aust1307,Austronesian,east2763,East Arawe,Papunesia,Papua New Guinea,-6.22711,150.182
akum1238,Akum,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aku,atla1278,Atlantic-Congo,akum1239,Akum-Beezen,Africa,Cameroon;Nigeria,6.85716,9.96261
akhv1239,Northern Akhvakh,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akv,nakh1245,Nakh-Daghestanian,akhv1240,Akhvakhic,Eurasia,Russian Federation,42.4003,46.3037
akwa1248,Akwa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akw,atla1278,Atlantic-Congo,koyo1244,Mboshi (C.20),Africa,Congo,-0.39897,15.4623
akak1252,Akakede,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akx,grea1241,Great Andamanese,nort3276,North Andamanese-Akakede,Eurasia,India,12.8494,92.8227
akak1253,Akakol,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",aky,grea1241,Great Andamanese,okol1242,Okol-Opucikwar,Eurasia,India,12.73253,92.78661
alab1237,Alabama,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",akz,musk1252,Muskogean,alab1247,Alabaman-Koasati,North America,United States,30.76738,-94.62848
alag1242,Alago,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ala,atla1278,Atlantic-Congo,nucl1732,Nuclear Idoma,Africa,Nigeria,8.34986,8.52085
qawa1238,Qawasqar,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",alc,kawe1237,Kawesqar,nort1506,North Central Alacufan,South America,Chile,-49.303195,-74.707536
